Key,zh,en,es
TOWERDEFENSE_PLANT_GLOOMPULT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 2-13[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20×4/3s[/color]\n特性：[color=C71585]白天会睡觉[/color]\n特点：[color=cc241d]①投掷忧郁菇子弹，击中僵尸时释放忧郁菇攻击（3×3范围伤害）；\n②当自身3×3范围内有僵尸时，自身每3秒释放一次忧郁菇攻击[/color],,
TOWERDEFENSE_PLANT_GLOOMPULT_HANDBOOK_STORY,忧郁菇得了一种怪病，身后长出了一条尾巴，因此植物们总是把忧郁菇当做投手植物。只有忧郁菇自己知道它是蘑菇类植物，这或许就是忧郁菇抑郁的原因。,,
TOWERDEFENSE_PLANT_GLOOMPULT_CUSTOM_1_NAME,居家睡衣,,
TOWERDEFENSE_PLANT_GLOOMPULT_CUSTOM_1_ACCESS,商店购买（价格5000）,,
TOWERDEFENSE_PLANT_GLOOMPULT_CUSTOM_1_STORY,据说这套睡衣能显著提升夜间睡眠质量…虽然蘑菇晚上不睡觉,,

TOWERDEFENSE_PLANT_ICESUNSHROOM_NAME,寒光菇,Ice Sunshroom,Ice Sunshroom
TOWERDEFENSE_PLANT_ICESUNSHROOM_EXPRESTION,寒光菇可以冻结僵尸，并提供相对应的阳光。,,
TOWERDEFENSE_PLANT_ICESUNSHROOM_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 2-14[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20[/color]\n[color=cc241d]白天会睡觉[/color]\n范围：[color=cc241d]全屏[/color]\n特性：[color=C71585]清除火球、白天会睡觉[/color]\n特点：[color=cc241d]一次性植物，释放寒冰菇效果冻结全屏僵尸3秒+减速15秒，且每冻结一个僵尸掉落15阳光[/color],,
TOWERDEFENSE_PLANT_ICESUNSHROOM_HANDBOOK_STORY,寒光菇是一位伟大的科学家，它实现了将僵尸的内能转化为太阳能，但地中海式的发型一直困扰着它。“科研是要付出一些代价的。”它只好这样安慰自己。,,
TOWERDEFENSE_PLANT_ICESUNSHROOM_CUSTOM_1_NAME,日月轮盘,,
TOWERDEFENSE_PLANT_ICESUNSHROOM_CUSTOM_1_ACCESS,每日挑战 2025/11月 累计完成28天,,
TOWERDEFENSE_PLANT_ICESUNSHROOM_CUSTOM_1_STORY,旭日金光耀万里，月轮银辉伴群星。,,

TOWERDEFENSE_PLANT_TABOODOOMSHROOM_NAME,禁忌毁灭菇,Taboo Doomshroom,Taboo Doomshroom
TOWERDEFENSE_PLANT_TABOODOOMSHROOM_EXPRESTION,你想尝试禁忌的力量吗？,,
TOWERDEFENSE_PLANT_TABOODOOMSHROOM_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 2-15[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]无限大[/color]\n范围：[color=cc241d]以自身为圆心半径约3.5格的圆[/color]\n特点：[color=cc241d]每消灭一个僵尸，僵尸所在格留下一个坑洞[/color],,
TOWERDEFENSE_PLANT_TABOODOOMSHROOM_HANDBOOK_STORY,哪有什么爆炸的无限伤害，禁忌毁灭菇只是趁着烟雾未散尽之时把僵尸拖入地底。“没有人能发现我的魔术。”禁忌毁灭菇洋洋得意的说，只是他忘了把坑埋起来。,,
TOWERDEFENSE_PLANT_TABOODOOMSHROOM_CUSTOM_1_NAME,超新星爆发,,
TOWERDEFENSE_PLANT_TABOODOOMSHROOM_CUSTOM_1_ACCESS,每日挑战 2025/11月 累计完成21天,,
TOWERDEFENSE_PLANT_TABOODOOMSHROOM_CUSTOM_1_STORY,特效：[color=cc241d]\n装扮该皮肤时，禁忌毁灭菇的爆炸特效发生变化\n（仅外观变化，实际伤害和性质不变）[/color]\n\n宣告末日降临的绚烂光芒,,

TOWERDEFENSE_PLANT_PEALILYPAD_NAME,豌豆睡莲,Pea waterlily,Pea waterlily
TOWERDEFENSE_PLANT_PEALILYPAD_EXPRESTION,豌豆睡莲可以承载非水生植物，并发射子弹。,,
TOWERDEFENSE_PLANT_PEALILYPAD_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 2-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/3s[/color]\n范围：[color=cc241d]前方一行[/color]\n特性：[color=C71585]可在水上承载植物[/color]\n特点：[color=cc241d]发射的子弹可以攻击潜水状态的僵尸[/color],,
TOWERDEFENSE_PLANT_PEALILYPAD_HANDBOOK_STORY,豌豆睡莲从不抱怨，它也从来不想知道发生了什么事。在它身上种植物，它也不会说什么。难道它有什么惊奇想法或者可怕的秘密？没人知道，豌豆睡莲把这些都埋藏在心底。,,
TOWERDEFENSE_PLANT_PEALILYPAD_CUSTOM_1_NAME,热水袋,,
TOWERDEFENSE_PLANT_PEALILYPAD_CUSTOM_1_ACCESS,每日挑战 2025/9月 累计完成7天,,
TOWERDEFENSE_PLANT_PEALILYPAD_CUSTOM_1_STORY,这下真的变成热水袋了…虽然没有加热功能,,

TOWERDEFENSE_PLANT_PEACAT_NAME,豌豆香蒲,Pea Cat,Pea Cat
TOWERDEFENSE_PLANT_PEACAT_EXPRESTION,猫尾草和豌豆居然也喝醉了！？,,
TOWERDEFENSE_PLANT_PEACAT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-1[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20×2/1.5s[/color]\n范围：[color=cc241d]全屏追踪[/color]\n特性：[color=C71585]两栖植物[/color]\n特点：[color=cc241d]攻击可以追踪空中僵尸[/color],,
TOWERDEFENSE_PLANT_PEACAT_HANDBOOK_STORY,“听说大家都喜欢猫娘，于是我勉为其难的穿上了这副装扮。这样，你的老伙计，豌豆射手，也能有更多的出场机会了。”顺便一提，他不喜欢猫尾草送给他的帽子。,,
TOWERDEFENSE_PLANT_PEACAT_CUSTOM_1_NAME,睡衣派对,,
TOWERDEFENSE_PLANT_PEACAT_CUSTOM_1_ACCESS,商店购买（价格5000）,,
TOWERDEFENSE_PLANT_PEACAT_CUSTOM_1_STORY,他还是不太喜欢这顶猫耳睡帽，但看在这套衣服很舒适的份上，还是穿着吧。,,

TOWERDEFENSE_PLANT_SNOWWOOD_NAME,冰炬树桩,Ice Torch Stump,Ice Torch Stump
TOWERDEFENSE_PLANT_SNOWWOOD_EXPRESTION,点燃豌豆、冰豆、火球为具有减速的冰焰豌豆。,,
TOWERDEFENSE_PLANT_SNOWWOOD_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-2[/color]\n\n韧性：[color=cc241d]300[/color]\n冰焰豌豆：[color=cc241d]40（25%单格溅射伤害）[/color]\n特性：[color=C71585]点燃豌豆为冰焰豌豆[/color]\n特点：[color=cc241d]将经过的豌豆、冰豆、火球点燃为冰焰豌豆，冰焰豌豆不会抵消减速和冻结效果[/color],,
TOWERDEFENSE_PLANT_SNOWWOOD_HANDBOOK_STORY,头冠在火炬树桩家族都是很重要的物品，谁的火冠大，谁的地位就越高。“我曾想通过带一个皇冠来凸现我的火冠的，可惜他们都说我老土。”冰炬树桩说，“现在，有了这个冰冠，我也成了火炬树桩中地位高的那一个了。”\n“这不是寒冰射手的头饰吗…”豌豆射手小声说道。,,
TOWERDEFENSE_PLANT_SNOWWOOD_CUSTOM_1_NAME,冥界深寒,,
TOWERDEFENSE_PLANT_SNOWWOOD_CUSTOM_1_ACCESS,每日挑战 2025/9月 累计完成28天,,
TOWERDEFENSE_PLANT_SNOWWOOD_CUSTOM_1_STORY,常年燃烧着幽灵般冷冽的火焰…,,

TOWERDEFENSE_PLANT_SEANUT_NAME,海坚果,Sea Nut,Sea Nut
TOWERDEFENSE_PLANT_SEANUT_EXPRESTION,海上高坚果，泳池关卡好帮手！,,
TOWERDEFENSE_PLANT_SEANUT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-3[/color]\n\n韧性：[color=cc241d]8000[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]前方一行[/color]\n特性：[color=C71585]只能种在水中、阻挡僵尸跳跃[/color]\n特点：[color=cc241d]每1.5秒对对前方一行的敌人发射一颗孢子[/color],,
TOWERDEFENSE_PLANT_SEANUT_HANDBOOK_STORY,高坚果尝试穿上海蘑菇的装扮下海游泳，可以看出，他高兴的嘴都翘起来了。不过别的高坚果却一脸疑惑…,,
TOWERDEFENSE_PLANT_SEANUT_CUSTOM_1_NAME,假日清凉,,
TOWERDEFENSE_PLANT_SEANUT_CUSTOM_1_ACCESS,每日挑战 2025/9月 累计完成14天,,
TOWERDEFENSE_PLANT_SEANUT_CUSTOM_1_STORY,泳帽、泳圈、泳镜，全套装备享受完美的水上假日~,,

TOWERDEFENSE_PLANT_MELONPULTSPIKE_NAME,地刺西瓜投手,Melon Pult Spike,Melon Pult Spike
TOWERDEFENSE_PLANT_MELONPULTSPIKE_EXPRESTION,攻击概率生成地刺瓜皮，对车宝具！,,
TOWERDEFENSE_PLANT_MELONPULTSPIKE_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-5[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]100/3s[/color]\n范围：[color=cc241d]前方一行[/color]\n特点：[color=cc241d]每次攻击有40%概率在目标格子生成一块地刺瓜皮，每次消灭目标必定生成一块地刺瓜皮[/color]\n\n地刺瓜皮：[color=cc241d][/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]单格[/color]\n特点：[color=cc241d]本体和瓜皮均可爆胎车辆（一次性）\n地刺瓜皮最多存在10秒[/color],,
TOWERDEFENSE_PLANT_MELONPULTSPIKE_HANDBOOK_STORY,据说地刺西瓜投手在汽车维修领域有着独到的见解：“很简单，直接把旧车报废、买辆新的，能解决百分之百的问题。”,,
TOWERDEFENSE_PLANT_MELONPULTSPIKE_CUSTOM_1_NAME,维京时代,,
TOWERDEFENSE_PLANT_MELONPULTSPIKE_CUSTOM_1_ACCESS,每日挑战 2025/9月 累计完成21天,,
TOWERDEFENSE_PLANT_MELONPULTSPIKE_CUSTOM_1_STORY,“又一场接舷战吗？你来搭跳板，我负责砸他们的脑袋！”,,

TOWERDEFENSE_PLANT_TANGLEKELPH_NAME,魅惑海草,Enchanted Seaweed,Enchanted Seaweed
TOWERDEFENSE_PLANT_TANGLEKELPH_EXPRESTION,魅惑海草能够拖僵尸下水，将其魅惑后放出。,,
TOWERDEFENSE_PLANT_TANGLEKELPH_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-6[/color]\n\n威力：[color=cc241d]即死[/color]\n范围：[color=cc241d]单格[/color]\n特性：[color=C71585]只能种在水中[/color]\n特点：[color=cc241d]能将所有非BOSS类僵尸拖下水并生成一个它的魅惑形态[/color],,
TOWERDEFENSE_PLANT_TANGLEKELPH_HANDBOOK_STORY,水下的海草确实具有迷惑性，溺水者常常觉得它不足以将他们困于水中，但这也造就了悲剧的发生。“我也不想的，但他们只会一直往前游，我可怜他们，就把他们放回去了。”,,

TOWERDEFENSE_PLANT_JALANUT_NAME,火爆坚果,Jalapeno Nut,Jalapeno Nut
TOWERDEFENSE_PLANT_JALANUT_EXPRESTION,那天坚果墙居然也在场！,,
TOWERDEFENSE_PLANT_JALANUT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-7[/color]\n\n韧性：[color=cc241d]4000[/color]\n反伤：[color=cc241d]40/1.5s（火焰伤害）[/color]\n特性：[color=C71585]赋予红温、亡语清除冰道与冰球[/color]\n特点：[color=cc241d]使啃咬自己的僵尸每1.5秒受到40点火焰伤害，抵消减速与冻结；并使其暂时进入红温状态，直至结束啃咬[/color]\n亡语：[color=cc241d]释放一次火爆辣椒效果[/color]\n红温状态：[color=cc241d]该状态下的僵尸受到的火焰伤害翻倍[/color],,
TOWERDEFENSE_PLANT_JALANUT_HANDBOOK_STORY,火爆坚果总是把辣椒背在身上，仿佛这是非常宝贵的东西。“这是我珍贵的战友！”火爆坚果这么说，但实际上那只是普通的辣椒。,,

TOWERDEFENSE_PLANT_JALACHERRYBOMB_NAME,樱桃辣椒,Jalapeno CherryBomb ,CherryBomb
TOWERDEFENSE_PLANT_JALACHERRYBOMB_EXPRESTION,樱桃辣椒可以摧毁三条线上的敌人。,,
TOWERDEFENSE_PLANT_JALACHERRYBOMB_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-8[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]1800（每行火焰伤害）[/color]\n范围：[color=cc241d]上中下三行[/color]\n特性：[color=C71585]清除冰道与冰球[/color]\n特点：[color=cc241d]对三行各释放一次火爆辣椒效果，对范围内所有僵尸造成1800火焰伤害，并解除植物与僵尸身上的减速和冻结效果[/color],,
TOWERDEFENSE_PLANT_JALACHERRYBOMB_HANDBOOK_STORY,“我要‘爆’了！”“不，应该是我要‘炸’了！”樱桃炸弹两兄弟在“爆炸”这个词上争论许久——不过火“爆”辣椒的出现平息了这场争论。,,
TOWERDEFENSE_PLANT_JALACHERRYBOMB_CUSTOM_1_NAME,意念合一,,
TOWERDEFENSE_PLANT_JALACHERRYBOMB_CUSTOM_1_ACCESS,每日挑战 2025/11月 累计完成14天,,
TOWERDEFENSE_PLANT_JALACHERRYBOMB_CUSTOM_1_STORY,尽管头饰多了点，但他们合体之后再也不怕走路时互相绊倒对方了。,,

TOWERDEFENSE_PLANT_PLANTERNSIX_NAME,6号路灯花,Sixth streetlight flower,Sixth streetlight flower
TOWERDEFENSE_PLANT_PLANTERNSIX_EXPRESTION,拨开迷雾，范围减速僵尸并造成伤害。,,
TOWERDEFENSE_PLANT_PLANTERNSIX_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s（光环伤害）[/color]\n光环范围：[color=cc241d]3x3[/color]\n特性：[color=C71585]驱散一定范围的迷雾[/color]\n特点：[color=cc241d]减速并伤害光环范围内的所有僵尸，并驱散大范围的迷雾和透视3x3范围的罐子[/color]\n亡语：[color=cc241d]向六个方向各发射10枚子弹，分别为火球、冰豆、豌豆（对称式发射）[/color],,
TOWERDEFENSE_PLANT_PLANTERNSIX_HANDBOOK_STORY,“6”号路灯花说圣诞节之后是很重要的日子——也就是2“6”日那天——可她忘了缘由，并为此哭红了眼睛。“那是在1893年，他的生日。”智慧树回答道，“正如路灯花一样，他有着火热的内心，并照亮了植物们前行的路。”,,

TOWERDEFENSE_PLANT_SUNPAD_NAME,骄阳睡莲,Poached Pad,Poached Pad
TOWERDEFENSE_PLANT_SUNPAD_EXPRESTION,睡莲多面手，生产阳光、温暖植物、灼烧僵尸！,,
TOWERDEFENSE_PLANT_SUNPAD_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-11[/color]\n\n生产：[color=cc241d]25阳光/25秒[/color]\n韧性：[color=cc241d]300[/color]\n灼烧：[color=cc241d]40/1.5s（靠近&火焰伤害）[/color]\n范围：[color=cc241d]单格[/color]\n特性：[color=C71585]可在水上承载植物、本格非悬浮类植物免疫减速与冻结[/color]\n特点：[color=cc241d]灼烧靠近的僵尸，并抵消减速和冻结效果[/color],,
TOWERDEFENSE_PLANT_SUNPAD_HANDBOOK_STORY,骄阳睡莲自称“将阳光的力量凝聚于一身”，“我能帮你取暖，并且烧烤来袭的僵尸！”\n但如何平衡热量是个大问题，他经常为了不烫伤植物而调低功率，结果就是连自己附近的泳池水都煮不开。,,
TOWERDEFENSE_PLANT_SUNPAD_CUSTOM_1_NAME,荷包蛋,,
TOWERDEFENSE_PLANT_SUNPAD_CUSTOM_1_ACCESS,商店购买（价格5000）,,
TOWERDEFENSE_PLANT_SUNPAD_CUSTOM_1_STORY,“这造型还能算是植物吗？”\n“当然算，重点在于荷，而不在于蛋。”,,

TOWERDEFENSE_PLANT_PEAWELL_NAME,豌豆许愿池,Pea Wish Pool,Pea Wish Pool
TOWERDEFENSE_PLANT_PEAWELL_EXPRESTION,豌豆许愿池可以不断进行360度全方位攻击。,,
TOWERDEFENSE_PLANT_PEAWELL_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-12[/color]\n\n韧性：[color=cc241d]2000[/color]\n威力：[color=cc241d]20*36/3s[/color]\n范围：[color=cc241d]360度[/color]\n特性：[color=C71585]两栖植物[/color]\n特点：[color=cc241d]每3秒自动发射一圈共计36颗豌豆（每颗间隔10度）[/color],,
TOWERDEFENSE_PLANT_PEAWELL_HANDBOOK_STORY,“投下一个豌豆，许一次愿望。”这是豌豆许愿池的标语。“喂，不要投别的东西进去！不要投辣椒水啊！”戴夫正在拦住一只火爆辣椒。,,
TOWERDEFENSE_PLANT_PEAWELL_CUSTOM_1_NAME,许愿神灯,,
TOWERDEFENSE_PLANT_PEAWELL_CUSTOM_1_ACCESS,商店购买（价格8000）,,
TOWERDEFENSE_PLANT_PEAWELL_CUSTOM_1_STORY,擦亮神灯，许下三个愿望——\n不，不能许愿要更多愿望。,,

TOWERDEFENSE_PLANT_PUMPKINFIRE_NAME,火焰南瓜壳,Fire Pumpkin,Fire Pumpkin
TOWERDEFENSE_PLANT_PUMPKINFIRE_EXPRESTION,火炬树桩喝了酒，火势一发不可收拾！,,
TOWERDEFENSE_PLANT_PUMPKINFIRE_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-13[/color]\n\n韧性：[color=cc241d]4000[/color]\n火焰豌豆：[color=cc241d]40（25%单格溅射火焰伤害）[/color]\n灼烧：[color=cc241d]40/1.5s（靠近&火焰伤害）[/color]\n范围：[color=cc241d]自身周围一格[/color]\n特性：[color=C71585]保护植物、本格植物免疫减速与冻结[/color]\n特点：[color=cc241d]\n①灼烧靠近的僵尸，并抵消减速和冻结效果\n②点燃豌豆为火焰豌豆，火焰豌豆会抵消减速和冻结效果[/color],,
TOWERDEFENSE_PLANT_PUMPKINFIRE_HANDBOOK_STORY,火焰南瓜壳最近迷上了恶灵骑士，他准备在万圣节装扮成他的偶像，“我感觉我燃起来了！”火焰南瓜壳说道。其实他不知道，南瓜本身就是万圣节的装饰。,,

TOWERDEFENSE_PLANT_CHOMPERBLOW_NAME,三叶大嘴花,Chomper Blow,Chomper Blow
TOWERDEFENSE_PLANT_CHOMPERBLOW_EXPRESTION,怎么还把吸尘器搬出来了？,,
TOWERDEFENSE_PLANT_CHOMPERBLOW_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-14[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]吞噬（秒杀，仅限小型僵尸）[/color]\n范围：[color=cc241d]前方一行[/color]\n特点：[color=cc241d]当本行前方有可吞噬僵尸时，旋转扇叶将其吸过来吃掉；消化完毕后向前吹风，将前方全部小体型飞行僵尸吹退3格、地面小体型僵尸吹退1格[/color],,
TOWERDEFENSE_PLANT_CHOMPERBLOW_HANDBOOK_STORY,戴夫把三叶草的扇叶装到了大嘴花头上，并宣称自己发明了利用僵尸生物能的风扇。\n对此大嘴花并不在意，反正他只要有东西吃就够了。“快到我嘴里来！”,,

TOWERDEFENSE_PLANT_DOOMTANGLEKELP_NAME,毁灭海草,Doom Tangle Kelp,Doom Tangle Kelp
TOWERDEFENSE_PLANT_DOOMTANGLEKELP_EXPRESTION,毁灭水草可以拉僵尸下水，并释放毁灭菇爆炸。,,
TOWERDEFENSE_PLANT_DOOMTANGLEKELP_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-15[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]即死（拉下水）+ 1800（毁灭菇）[/color]\n范围：[color=cc241d]以自身为圆心半径约3.5格的圆[/color]\n特性：[color=C71585]只能种在水中[/color]\n特点：[color=cc241d]将最靠近的一只僵尸拉下水，然后释放毁灭菇效果：对范围内全部僵尸造成1800灰烬伤害，并留下坑洞[/color],,
TOWERDEFENSE_PLANT_DOOMTANGLEKELP_HANDBOOK_STORY,其实缠绕水草本就是一个毁灭菇，只是他之前不小心跌进水里被水草缠住了。,,

TOWERDEFENSE_PLANT_ICESEASHROOM_NAME,海冰菇,Ice Seashroom,Ice Seashroom
TOWERDEFENSE_PLANT_ICESEASHROOM_EXPRESTION,水生蘑菇，发射减速的短程孢子。,,
TOWERDEFENSE_PLANT_ICESEASHROOM_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 4-1[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]前方三格[/color]\n特性：[color=C71585]只能种在水中、白天会睡觉[/color]\n特点：[color=cc241d]每1.5秒发射寒冰孢子，减速命中的僵尸15秒[/color],,
TOWERDEFENSE_PLANT_ICESEASHROOM_HANDBOOK_STORY,海冰菇一直强调自己与海兵菇的区别，不过其他植物难以听懂它在说什么。“听好了，他叫海兵菇，我叫海冰菇，我们并不一样！”它尽力地解释道。也许是装作听不懂吧——反正各位植物乐于看到海冰菇生气时撅起的小嘴。,,
TOWERDEFENSE_PLANT_ICESEASHROOM_CUSTOM_1_NAME,海洋精灵,,
TOWERDEFENSE_PLANT_ICESEASHROOM_CUSTOM_1_ACCESS,每日挑战 2025/10月 累计完成7天,,
TOWERDEFENSE_PLANT_ICESEASHROOM_CUSTOM_1_STORY,每周三都会在附近的海洋主题公园兼职表演顶球,,

TOWERDEFENSE_PLANT_MAGNETSHROOMICE_NAME,寒冰磁力菇,Frozen Magnet Mushroom,Frozen Magnet Mushroom
TOWERDEFENSE_PLANT_MAGNETSHROOMICE_EXPRESTION,对目标施加寒冷，并将铁器转化为冰球。,,
TOWERDEFENSE_PLANT_MAGNETSHROOMICE_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 4-2[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]100[/color]\n范围：[color=cc241d]3×3[/color]\n特性：[color=C71585]吸取铁器[/color]\n特点：[color=cc241d]吸取铁器时，对目标为中心3x3范围全部僵尸施加15秒减速，并在消化完毕后，发射一枚全屏追踪冰球冰球命中后对3x3范围全部僵尸造成伤害并冻结3秒+15秒减速若场上无僵尸时，冰球会停留[/color],,
TOWERDEFENSE_PLANT_MAGNETSHROOMICE_HANDBOOK_STORY,寒冰磁力菇试图解释自己能力的原理，“对，我借助电磁波吸收僵尸的热能，然后根据能量守恒…”她的声音越来越小，看来对于物理不及格的她而言，这种耍帅方式还是太勉强了。,,
TOWERDEFENSE_PLANT_MAGNETSHROOMICE_CUSTOM_1_NAME,冰霜术士,,
TOWERDEFENSE_PLANT_MAGNETSHROOMICE_CUSTOM_1_ACCESS,每日挑战 2025/10月 累计完成14天,,
